"ORF","SGD","ENTREZID","GENENAME","ENSEMBL"
"YAL016C-B","S000028528",NA,NA,NA
"YER175C","S000000977","856922","TMT1","YER175C"
"YJL114W","S000003650","853329",NA,NA
"YOL131W","S000005491","853989",NA,"YOL131W"
"YLR346C","S000004338","851060","CIS1","YLR346C"
"YGL182C","S000003150",NA,NA,NA
"YLR334C","S000004326",NA,NA,NA
"YGL165C","S000003133",NA,NA,NA
"YGL227W","S000003196","852624","VID30","YGL227W"
"YJL066C","S000003602","853379","MPM1","YJL066C"
"YBR255W","S000000459","852557","MTC4","YBR255W"
"YLR125W","S000004115","850816",NA,"YLR125W"
"YCR042C","S000000638","850409","TAF2","YCR042C"
"YER069W","S000000871","856800","ARG5,6","YER069W"
"YMR206W","S000004819","855246",NA,"YMR206W"
"YBR201C-A","S000087085","3799967",NA,"YBR201C-A"
"YOL043C","S000005403","854114","NTG2","YOL043C"
"YHR214W-A","S000003535",NA,NA,NA
"YJR130C","S000003891","853594","STR2","YJR130C"
"YBR207W","S000000411","852506","FTH1","YBR207W"
"YAR071W","S000000094","851299","PHO11","YAR071W"
"YLR030W","S000004020","850717",NA,"YLR030W"
"YNL208W","S000005152","855513",NA,"YNL208W"
"YOR262W","S000005788","854436","GPN2","YOR262W"
"YML128C","S000004597","854911","MSC1","YML128C"
"YJL067W","S000003603",NA,NA,NA
"YIL057C","S000001319","854753","RGI2","YIL057C"
"YOR343W-B","S000007356","854523",NA,NA
"YMR320W","S000004939","855370",NA,NA
"YNL133C","S000005077","855589","FYV6","YNL133C"
"YML116W-A","S000004586",NA,NA,NA
"YGL244W","S000003213","852607","RTF1","YGL244W"
"YGR248W","S000003480","853163","SOL4","YGR248W"
"YBR278W","S000000482","852580","DPB3","YBR278W"
"YOL044W","S000005404","854113","PEX15","YOL044W"
"YNL270C","S000005214","855451","ALP1","YNL270C"
"YCR099C","S000000696","850463",NA,"YCR099C"
"YJR058C","S000003819","853521","APS2","YJR058C"
"YLR297W","S000004288","851004",NA,"YLR297W"
"YFL012W-A","S000002964",NA,NA,NA
"YNR024W","S000005307","855758","MPP6","YNR024W"
"YLL061W","S000003984","850665","MMP1","YLL061W"
"YMR096W","S000004702","855121","SNZ1","YMR096W"
"YOR105W","S000005631","854272",NA,"YOR105W"
"YBL043W","S000000139","852237","ECM13","YBL043W"
"YGL209W","S000003177","852663","MIG2","YGL209W"
"YOR034C-A","S000028856","1466482",NA,"YOR034C-A"
"YJR155W","S000003916","853620","AAD10","YJR155W"
"YGR129W","S000003361","853030","SYF2","YGR129W"
"YIL139C","S000001401","854667","REV7","YIL139C"
"YOL083W","S000005443","854071","ATG34","YOL083W"
"YIL113W","S000001375","854693","SDP1","YIL113W"
"YLR082C","S000004072","850771","SRL2","YLR082C"
"YPL123C","S000006044","855980","RNY1","YPL123C"
"YKL048C","S000001531","853818","ELM1","YKL048C"
"YBR280C","S000000484","852583","SAF1","YBR280C"
"YKL061W","S000001544","853804","BLI1","YKL061W"
"YGL248W","S000003217","852644","PDE1","YGL248W"
"YPR078C","S000006282","856193",NA,"YPR078C"
"YLR254C","S000004244","850956","NDL1","YLR254C"
"YFR014C","S000001910","850568","CMK1","YFR014C"
"YJL105W","S000003641","853339","SET4","YJL105W"
"YNL164C","S000005108","855557","IBD2","YNL164C"
"YKL209C","S000001692","853671","STE6","YKL209C"
"YLR299W","S000004290","851006","ECM38","YLR299W"
"YER137C-A","S000007402","856880",NA,NA
"YOL117W","S000005477","854032","RRI2","YOL117W"
"YDR525W","S000002933","852137","API2",NA
"YPL257W","S000006178","855818",NA,"YPL257W"
"YFR018C","S000001914","850573",NA,"YFR018C"
"YLR178C","S000004168","850875","TFS1","YLR178C"
"YDR186C","S000002594","851767","SND1","YDR186C"
"YHR080C","S000001122","856480","LAM4","YHR080C"
"YIL054W","S000001316","854757",NA,"YIL054W"
"YAL067C","S000000062","851230","SEO1","YAL067C"
"YHR081W","S000001123","856481","LRP1","YHR081W"
"YMR196W","S000004809","855236",NA,"YMR196W"
"YDR282C","S000002690","851876","MRX10","YDR282C"
"YOR328W","S000005855","854506","PDR10","YOR328W"
"YLR170C","S000004160","850868","APS1","YLR170C"
"YGL181W","S000003149","852694","GTS1","YGL181W"
"YPL107W","S000006028","855997",NA,"YPL107W"
"YHR219C-A","S000028655",NA,NA,NA
"YPL017C","S000005938","856090","IRC15","YPL017C"
"YGR059W","S000003291","852950","SPR3","YGR059W"
"YBR047W","S000000251","852336","FMP23","YBR047W"
"YNR036C","S000005319","855772","MRPS12","YNR036C"
"YLR390W","S000004382","851106","ECM19","YLR390W"
"YFL015C","S000001879","850531",NA,NA
"YDR057W","S000002464","851627","YOS9","YDR057W"
"YOR019W","S000005545","854184",NA,"YOR019W"
"YPR030W","S000006234","856142","CSR2","YPR030W"
"YEL059C-A","S000002954","856650","SOM1","YEL059C-A"
"YJL155C","S000003691","853286","FBP26","YJL155C"
"YPR049C","S000006253","856162","ATG11","YPR049C"
"YDR287W","S000002695","851881","INM2","YDR287W"
"YJL094C","S000003630","853351","KHA1","YJL094C"
"YDL130W-A","S000007232","851426","STF1","YDL130W-A"
"YFL059W","S000001835","850485","SNZ3","YFL059W"
"YPR012W","S000006216",NA,NA,NA
"YOR376W-A","S000028586","1466488",NA,"YOR376W-A"
"YMR201C","S000004814","855241","RAD14","YMR201C"
"YNR037C","S000005320","855773","RSM19","YNR037C"
"YDL147W","S000002306","851408","RPN5","YDL147W"
"YHR171W","S000001214","856576","ATG7","YHR171W"
"YLR414C","S000004406","851132","PUN1","YLR414C"
"YGL091C","S000003059","852789","NBP35","YGL091C"
"YJR151W-A","S000028557","1466471",NA,"YJR151W-A"
"YER066C-A","S000002959",NA,NA,NA
"YBR150C","S000000354","852447","TBS1","YBR150C"
"YGR215W","S000003447","853129","RSM27","YGR215W"
"YBR237W","S000000441","852539","PRP5","YBR237W"
"YHR201C","S000001244","856608","PPX1","YHR201C"
"YKL162C-A","S000007244",NA,NA,NA
"YCR038W-A","S000007597",NA,NA,NA
"YNL253W","S000005197","855468","TEX1","YNL253W"
"YGL152C","S000003120",NA,NA,NA
"YMR317W","S000004936","855366",NA,"YMR317W"
"YGR053C","S000003285","852944",NA,"YGR053C"
"YMR284W","S000004897","855328","YKU70","YMR284W"
"YNR073C","S000005356","855810","MAN2","YEL070W"
"YNR073C","S000005356","855810","MAN2","YNR073C"
"YAL063C-A","S000028813","1466427",NA,"YAL063C-A"
"YIL042C","S000001304","854769","PKP1","YIL042C"
"YKL142W","S000001625","853715","MRP8","YKL142W"
"YDR085C","S000002492","851658","AFR1","YDR085C"
"YPL205C","S000006126",NA,NA,NA
"YAR010C","S000000068","851269",NA,NA
"YOR100C","S000005626","854267","CRC1","YOR100C"
"YBR277C","S000000481",NA,NA,NA
"YPL110C","S000006031","855994","GDE1","YPL110C"
"YDL215C","S000002374","851311","GDH2","YDL215C"
"YOR378W","S000005905","854560","AMF1","YOR378W"
"YDR392W","S000002800","852001","SPT3","YDR392W"
"YJR001W","S000003761","853457","AVT1","YJR001W"
"YPR039W","S000006243",NA,NA,NA
"YBR004C","S000000208","852289","GPI18","YBR004C"
"YCL035C","S000000540","850322","GRX1","YCL035C"
"YOL108C","S000005468","854042","INO4","YOL108C"
"YJL022W","S000003559",NA,NA,NA
"YNL065W","S000005009","855660","AQR1","YNL065W"
"YOR104W","S000005630","854271","PIN2","YOR104W"
"YER077C","S000000879","856810","MRX1","YER077C"
"YLL055W","S000003978","850671","YCT1","YLL055W"
"YOL071W","S000005432","854083","SDH5","YOL071W"
"YKL159C","S000001642","853698","RCN1","YKL159C"
"YDL152W","S000002311",NA,NA,NA
"YBR241C","S000000445","852543",NA,"YBR241C"
"YDL065C","S000002223","851494","PEX19","YDL065C"
"YDR406W-A","S000028543",NA,NA,NA
"YPL222C-A","S000028722",NA,NA,NA
"YLL053C","S000003976","850673",NA,"YLL053C"
"YJR049C","S000003810","853508","UTR1","YJR049C"
"YOR035C","S000005561","854200","SHE4","YOR035C"
"YER190W","S000000992","856940","YRF1-2","YER190W"
"YGL230C","S000003199","852621",NA,"YGL230C"
"YPL240C","S000006161","855836","HSP82","YPL240C"
"YFL016C","S000001878","850530","MDJ1","YFL016C"
"YBR300C","S000000504",NA,NA,NA
"YPR127W","S000006331","856245",NA,"YPR127W"
"YPR086W","S000006290","856201","SUA7","YPR086W"
"YMR052C-A","S000004655",NA,NA,NA
"YIL017C","S000001279","854795","VID28","YIL017C"
"YOR381W","S000005908","854563","FRE3","YOR381W"
"YNR068C","S000005351","855805",NA,"YNR068C"
"YFL013C","S000001881","850534","IES1","YFL013C"
"YMR219W","S000004832","855259","ESC1","YMR219W"
"YPL121C","S000006042","855982","MEI5","YPL121C"
"YAL013W","S000000011","851220","DEP1","YAL013W"
"YOR258W","S000005784","854432","HNT3","YOR258W"
"YGR164W","S000003396","853073",NA,NA
"YKL023W","S000001506","853845",NA,"YKL023W"
"YMR138W","S000004746","855169","CIN4","YMR138W"
"YOL083C-A","S000028853",NA,NA,NA
"YFL061W","S000001833","850483","DDI2","YFL061W"
"YFL061W","S000001833","850483","DDI2","YNL335W"
"YLR138W","S000004128","850829","NHA1","YLR138W"
"YNL294C","S000005238","855422","RIM21","YNL294C"
"YPL096W","S000006017","856009","PNG1","YPL096W"
"YJL153C","S000003689","853288","INO1","YJL153C"
"YPR013C","S000006217","856123","CMR3","YPR013C"
"YLR189C","S000004179","850886","ATG26","YLR189C"
"YPR006C","S000006210","856114","ICL2","YPR006C"
"YGL032C","S000003000","852851","AGA2","YGL032C"
"YCL010C","S000000516","850347","SGF29","YCL010C"
"YBL093C","S000000189","852184","ROX3","YBL093C"
"YDR171W","S000002578","851751","HSP42","YDR171W"
"YJR038C","S000003799",NA,NA,NA
"YKL188C","S000001671","853647","PXA2","YKL188C"
"YIL112W","S000001374","854694","HOS4","YIL112W"
"YNL173C","S000005117","855548","MDG1","YNL173C"
"YER058W","S000000860","856786","PET117","YER058W"
"YHR106W","S000001148","856506","TRR2","YHR106W"
"YMR054W","S000004658","855076","STV1","YMR054W"
"YBR226C","S000000430",NA,NA,NA
"YJR089W","S000003849","853551","BIR1","YJR089W"
"YCR047C","S000000643","850414","BUD23","YCR047C"
"YDL209C","S000002368","851318","CWC2","YDL209C"
"YJR039W","S000003800","853495",NA,"YJR039W"
"YDR273W","S000002681","851866","DON1","YDR273W"
"YIR002C","S000001441","854818","MPH1","YIR002C"
"YFL066C","S000001828","850478",NA,"YFL066C"
"YMR025W","S000004627","855040","CSI1","YMR025W"
"YCR047W-A","S000028608",NA,NA,NA
"YLR174W","S000004164","850871","IDP2","YLR174W"
"YDR082W","S000002489","851655","STN1","YDR082W"
"YOR358W","S000005885","854540","HAP5","YOR358W"
"YPR108W-A","S000028590","1466522",NA,"YPR108W-A"
"YER044C-A","S000001954","856768","MEI4","YER044C-A"
"YIL028W","S000001290",NA,NA,NA
"YJL023C","S000003560","853432","PET130","YJL023C"
"YFR034C","S000001930","850594","PHO4","YFR034C"
"YCL011C","S000000517","850346","GBP2","YCL011C"
"YNL276C","S000005220",NA,NA,NA
"YHL041W","S000001033","856344",NA,NA
"YNL295W","S000005239","855421","MRX6","YNL295W"
"YLR424W","S000004416","851143","SPP382","YLR424W"
"YFR023W","S000001919","850579","PES4","YFR023W"
"YLR124W","S000004114",NA,NA,NA
"YPL130W","S000006051","855973","SPO19","YPL130W"
"YMR247W-A","S000028849","1466506",NA,"YMR247W-A"
"YJR035W","S000003796","853492","RAD26","YJR035W"
"YGL212W","S000003180","852660","VAM7","YGL212W"
"YPR123C","S000006327",NA,NA,NA
"YLR114C","S000004104","850805","AVL9","YLR114C"
"YFR030W","S000001926","850588","MET10","YFR030W"
"YOR366W","S000005893",NA,NA,NA
"YDL124W","S000002282","851433",NA,"YDL124W"
"YLR205C","S000004195","850902","HMX1","YLR205C"
"YGR045C","S000003277","852936",NA,NA
"YGR013W","S000003245","852896","SNU71","YGR013W"
"YGL096W","S000003064","852783","TOS8","YGL096W"
"YBR056W","S000000260","852346",NA,"YBR056W"
"YJR037W","S000003798",NA,NA,NA
"YER038C","S000000840","856760","KRE29","YER038C"
"YPR177C","S000006381",NA,NA,NA
"YDR468C","S000002876","852079","TLG1","YDR468C"
"YJR095W","S000003856","853558","SFC1","YJR095W"
"YIR029W","S000001468","854847","DAL2","YIR029W"
"YNL250W","S000005194","855471","RAD50","YNL250W"
"YBR051W","S000000255",NA,NA,NA
"YHR137C-A","S000028649",NA,NA,NA
"YJL131C","S000003667","853310","AIM23","YJL131C"
"YOL065C","S000005426","854089","INP54","YOL065C"
"YPL159C","S000006080","855944","PET20","YPL159C"
"YEL021W","S000000747","856692","URA3","YEL021W"
"YLR345W","S000004337","851059",NA,"YLR345W"
"YHL036W","S000001028","856349","MUP3","YHL036W"
"YDR223W","S000002631","851809","CRF1","YDR223W"
"YPL214C","S000006135","855887","THI6","YPL214C"
"YPR062W","S000006266","856175","FCY1","YPR062W"
"YPR038W","S000006242","856150","IRC16",NA
"YNL195C","S000005139","855526",NA,"YNL195C"
"YOL159C-A","S000007627","854005",NA,"YOL159C-A"
"YLR145W","S000004135","850837","RMP1","YLR145W"
"YBL039W-B","S000028517","1466441",NA,"YBL039W-B"
"YAR035C-A","S000028595","1466430",NA,"YAR035C-A"
"YJR052W","S000003813","853512","RAD7","YJR052W"
"YLR285C-A","S000028569","1466418",NA,"YLR285C-A"
"YDR042C","S000002449","851612",NA,"YDR042C"
"YGL050W","S000003018","852832","TYW3","YGL050W"
"YPR184W","S000006388","856314","GDB1","YPR184W"
"YJR158W","S000003919","853623","HXT16","YJR158W"
"YDL044C","S000002202","851517","MTF2","YDL044C"
"YLR149C","S000004139","850841",NA,"YLR149C"
"YNL242W","S000005186","855479","ATG2","YNL242W"
"YOL053W","S000005414","854103","AIM39","YOL053W"
"YGR296C-B","S000028643",NA,NA,NA
"YLR213C","S000004203","850910","CRR1","YLR213C"
"YBR219C","S000000423","852520",NA,"YBR219C"
"YDR265W","S000002673","851858","PEX10","YDR265W"
"YCL069W","S000000574","850290","VBA3","YCL069W"
"YJR079W","S000003840","853542",NA,"YJR079W"
"YKR011C","S000001719","853881",NA,"YKR011C"
"YOR327C","S000005854","854505","SNC2","YOR327C"
"YGR031W","S000003263","852919","IMO32","YGR031W"
"YER051W","S000000853","856777","JHD1","YER051W"
"YDL118W","S000002276",NA,NA,NA
"YHR112C","S000001154","856512",NA,"YHR112C"
"YER067C-A","S000028748",NA,NA,NA
"YNL228W","S000005172",NA,NA,NA
"YMR017W","S000004619","855031","SPO20","YMR017W"
"YLR362W","S000004354","851076","STE11","YLR362W"
"YLL051C","S000003974","850675","FRE6","YLL051C"
"YEL008C-A","S000028618",NA,NA,NA
"YKL074C","S000001557","853788","MUD2","YKL074C"
"YMR135C","S000004742","855166","GID8","YMR135C"
"YJR159W","S000003920","853624","SOR1","YJR159W"
"YAL001C","S000000001","851262","TFC3","YAL001C"
"YJR055W","S000003816","853516","HIT1","YJR055W"
"YDR386W","S000002794","851994","MUS81","YDR386W"
"YMR052W","S000004656","855073","FAR3","YMR052W"
"YLR163W-A","S000028844",NA,NA,NA
"YBR128C","S000000332","852425","ATG14","YBR128C"
"YNR071C","S000005354","855808",NA,"YNR071C"
"YNL202W","S000005146","855518","SPS19","YNL202W"
"YDR419W","S000002827","852028","RAD30","YDR419W"
"YNL308C","S000005252","855408","KRI1","YNL308C"
"YPR037C","S000006241","856152","ERV2","YPR037C"
"YDR080W","S000002487","851653","VPS41","YDR080W"
"YDL233W","S000002392","851365","MFG1","YDL233W"
"YML034W","S000004497","854974","SRC1","YML034W"
"YHR040W","S000001082","856436","BCD1","YHR040W"
"YMR169C","S000004779","855205","ALD3","YMR169C"
"YDL240C-A","S000007601",NA,NA,NA
"YMR191W","S000004803","855229","SPG5","YMR191W"
"YOR049C","S000005575","854214","RSB1",NA
"YIL063C","S000001325","854747","YRB2","YIL063C"
"YKL064W","S000001547","853801","MNR2","YKL064W"
"YIL107C","S000001369","854699","PFK26","YIL107C"
"YNL019C","S000004964","855712",NA,"YNL019C"
"YBR301W","S000000505","852603","PAU24","YBR301W"
"YBL060W","S000000156","852219","YEL1","YBL060W"
"YER067W","S000000869","856797","RGI1","YER067W"
"YLR349W","S000004341",NA,NA,NA
"YMR255W","S000004868","855297","GFD1","YMR255W"
"YLR410W-B","S000007380","851128",NA,NA
"YDR118W-A","S000028820",NA,NA,NA
"YFL002W-B","S000007404","850547",NA,NA
"YDR179C","S000002586","851759","CSN9","YDR179C"
"YNL142W","S000005086","855580","MEP2","YNL142W"
"YPL180W","S000006101","855922","TCO89","YPL180W"
"YOL045W","S000005405","854111","PSK2","YOL045W"
"YBR131W","S000000335","852428","CCZ1","YBR131W"
"YGR280C","S000003512","853197","PXR1","YGR280C"
"YBR046C","S000000250","852335","ZTA1","YBR046C"
"YHR215W","S000001258","856625","PHO12","YHR215W"
"YDR258C","S000002666","851845","HSP78","YDR258C"
"YCR069W","S000000665","850433","CPR4","YCR069W"
"YMR304W","S000004920","855350","UBP15","YMR304W"
"YER144C","S000000946","856887","UBP5","YER144C"
"YLR369W","S000004361","851084","SSQ1","YLR369W"
"YOL047C","S000005407","854110","LDS2","YOL047C"
"YBL017C","S000000113","852264","PEP1","YBL017C"
"YEL044W","S000000770","856667","IES6","YEL044W"
"YJR129C","S000003890","853593","EFM3","YJR129C"
"YLR154W-E","S000028676",NA,NA,NA
"YHR097C","S000001139","856497",NA,"YHR097C"
"YLR279W","S000004269",NA,NA,NA
"YNR064C","S000005347","855801",NA,"YNR064C"
"YML130C","S000004599","854909","ERO1","YML130C"
"YDR423C","S000002831","852033","CAD1","YDR423C"
"YEL011W","S000000737","856705","GLC3","YEL011W"
"YGR005C","S000003237","852888","TFG2","YGR005C"
"YJL123C","S000003659","853319","MTC1","YJL123C"
"YKR101W","S000001809","853976","SIR1","YKR101W"
"YDR173C","S000002580","851753","ARG82","YDR173C"
"YEL018C-A","S000028742",NA,NA,NA
"YER007W","S000000809","856724","PAC2","YER007W"
"YCL034W","S000000539","850323","LSB5","YCL034W"
"YJL212C","S000003748","853218","OPT1","YJL212C"
"YJL102W","S000003638","853342","MEF2","YJL102W"
"YGR174C","S000003406","853085","CBP4",NA
"YBL108W","S000000204",NA,NA,NA
"YLR171W","S000004161",NA,NA,NA
"YBR024W","S000000228","852312","SCO2","YBR024W"
"YDL161W","S000002320","851392","ENT1","YDL161W"
"YEL035C","S000000761","856676","UTR5","YEL035C"
"YDR204W","S000002612","851785","COQ4","YDR204W"
"YNL306W","S000005250","855410","MRPS18","YNL306W"
"YKL093W","S000001576","853769","MBR1","YKL093W"
"YGL023C","S000002991","852861","PIB2","YGL023C"
"YIL077C","S000001339","854733",NA,"YIL077C"
"YMR214W","S000004827","855254","SCJ1","YMR214W"
"YMR294W-A","S000004909",NA,NA,NA
"YIL045W","S000001307","854766","PIG2","YIL045W"
"YDL149W","S000002308","851406","ATG9","YDL149W"
"YKL138C-A","S000028421","853719","HSK3","YKL138C-A"
"YNR019W","S000005302","855753","ARE2","YNR019W"
"YNL269W","S000005213","855452","BSC4","YNL269W"
"YPL133C","S000006054","855970","RDS2","YPL133C"
"YDL200C","S000002359","851327","MGT1","YDL200C"
"YDL158C","S000002317",NA,NA,NA
"YGR196C","S000003428","853110","FYV8","YGR196C"
"YEL018W","S000000744","856696","EAF5","YEL018W"
"YPL196W","S000006117","855905","OXR1","YPL196W"
"YJR149W","S000003910","853614",NA,"YJR149W"
"YOL085W-A","S000028708",NA,NA,NA
"YML133C","S000004602","854906",NA,"YML133C"
"YHR079C-A","S000001957","856479","SAE3","YHR079C-A"
"YDL242W","S000002401","851355",NA,NA
"YDR167W","S000002574","851745","TAF10","YDR167W"
"YDL239C","S000002398","851359","ADY3","YDL239C"
"YOR226C","S000005752","854401","ISU2","YOR226C"
"YPL156C","S000006077","855947","PRM4","YPL156C"
"YFL067W","S000001827","850477",NA,"YFL067W"
"YDL107W","S000002265","851451","MSS2","YDL107W"
"YOR126C","S000005652","854293","IAH1","YOR126C"
"YPR079W","S000006283","856194","MRL1","YPR079W"
"YFL051C","S000001843","850493",NA,"YFL051C"
"YGR273C","S000003505","853190",NA,"YGR273C"
"YPR023C","S000006227","856134","EAF3","YPR023C"
"YNL241C","S000005185","855480","ZWF1","YNL241C"
"YLR128W","S000004118","850819","DCN1","YLR128W"
"YPL170W","S000006091","855933","DAP1","YPL170W"
"YKL112W","S000001595","853748","ABF1","YKL112W"
"YLR348C","S000004340","851063","DIC1","YLR348C"
"YJL199C","S000003735","853240","MBB1",NA
"YLL052C","S000003975","850674","AQY2","YLL052C"
"YGR047C","S000003279","852938","TFC4","YGR047C"
"YJL077W-A","S000028661","13393612",NA,"YJL077W-A"
"YOR238W","S000005764","854413",NA,"YOR238W"
"YLR165C","S000004155","850862","PUS5","YLR165C"
"YKL111C","S000001594",NA,NA,NA
"YOL018C","S000005378","854142","TLG2","YOL018C"
"YBR180W","S000000384","852478","DTR1","YBR180W"
"YOR302W","S000005828","854478",NA,"YOR302W"
"YCR095C","S000000691","850457","OCA4","YCR095C"
"YCR068W","S000000664","850432","ATG15","YCR068W"
"YLR099C","S000004089","850788","ICT1","YLR099C"
"YKL161C","S000001644","853696","KDX1","YKL161C"
"YHR060W","S000001102","856457","VMA22","YHR060W"
"YER101C","S000000903","856838","AST2","YER101C"
"YJR078W","S000003839","853541","BNA2","YJR078W"
"YLR111W","S000004101","850801",NA,NA
"YPL268W","S000006189","855860","PLC1","YPL268W"
"YCR083W","S000000679","850444","TRX3","YCR083W"
"YKR069W","S000001777","853943","MET1","YKR069W"
"YLL060C","S000003983","850666","GTT2","YLL060C"
"YGL153W","S000003121","852724","PEX14","YGL153W"
"YDR319C","S000002727","851917","YFT2","YDR319C"
"YPL281C","S000006202","855848","ERR2","YOR393W"
"YPL281C","S000006202","855848","ERR2","YPL281C"
"YDL243C","S000002402","851354","AAD4","YDL243C"
"YNL033W","S000004978","855698",NA,"YNL033W"
"YDR314C","S000002722","851909","RAD34","YDR314C"
"YKL197C","S000001680","853636","PEX1","YKL197C"
"YPR197C","S000006401",NA,NA,NA
"YDR026C","S000002433","851590","NSI1","YDR026C"
"YBR005W","S000000209","852290","RCR1","YBR005W"
"YLR070C","S000004060","850759","XYL2","YLR070C"
"YBR302C","S000000506","852605","COS2","YBR302C"
"YBR302C","S000000506","852605","COS2","YML132W"
"YMR113W","S000004719","855140","FOL3","YMR113W"
"YLR166C","S000004156","850863","SEC10","YLR166C"
"YLR127C","S000004117","850818","APC2","YLR127C"
"YDL159W","S000002318","851396","STE7","YDL159W"
"YBR182C","S000000386","852480","SMP1","YBR182C"
"YCR032W","S000000628","850398","BPH1","YCR032W"
"YDR088C","S000002495","851661","SLU7","YDR088C"
"YDR313C","S000002721","851908","PIB1","YDR313C"
"YOR084W","S000005610","854251","LPX1","YOR084W"
"YPR154W","S000006358","856277","PIN3","YPR154W"
"YPL013C","S000005934","856094","MRPS16","YPL013C"
