"","target_orf","target","source_orf","source","interactor","min_peps","min_prob","min_crap_expt","pma_int"
"745","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,80,9,"Not A PMA1 Interactor"
"746","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,80,9,"Not A PMA1 Interactor"
"761","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"762","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,80,9,"Not A PMA1 Interactor"
"769","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"783","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,80,9,"Not A PMA1 Interactor"
"798","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,80,9,"Not A PMA1 Interactor"
"801","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,80,9,"Not A PMA1 Interactor"
"806","YJR045C","SSC1","YHR064C","SSZ1","Predicted",1,80,9,"Not A PMA1 Interactor"
"810","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"819","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,80,9,"PMA1 Interactor"
"842","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"869","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,80,9,"Not A PMA1 Interactor"
"870","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,80,9,"Not A PMA1 Interactor"
"879","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"900","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"905","YJR109C","CPA2","YER086W","ILV1","Predicted",1,80,9,"Not A PMA1 Interactor"
"908","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"921","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,80,9,"Not A PMA1 Interactor"
"958","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,80,9,"Not A PMA1 Interactor"
"969","YJR121W","ATP2","YFL037W","TUB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"970","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,80,9,"Not A PMA1 Interactor"
"993","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,80,9,"Not A PMA1 Interactor"
"1008","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1038","YKL010C","UFD4","YFL037W","TUB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1055","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1058","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1065","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1088","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,80,9,"Not A PMA1 Interactor"
"1096","YKL182W","FAS1","YFL037W","TUB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1114","YKL182W","FAS1","YDR099W","BMH2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1118","YKL182W","FAS1","YJR109C","CPA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1120","YKL182W","FAS1","YDL112W","TRM3","Co-complex",1,80,9,"Not A PMA1 Interactor"
"1176","YKR082W","NUP133","YDR335W","MSN5","Predicted",1,80,9,"Not A PMA1 Interactor"
"1192","YKR082W","NUP133","YJR072C","NPA3","Predicted",1,80,9,"Not A PMA1 Interactor"
"1259","YLR056W","ERG3","YHR190W","ERG9","Predicted",1,80,9,"Not A PMA1 Interactor"
"1268","YLR056W","ERG3","YGR175C","ERG1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1278","YLR106C","MDN1","YFL037W","TUB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1286","YLR106C","MDN1","YDL055C","PSA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1291","YLR106C","MDN1","YJR109C","CPA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1305","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1306","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1320","YLR153C","ACS2","YFL037W","TUB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1329","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1348","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1368","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1386","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1395","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1405","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1422","YML072C","TCB3","YER145C","FTR1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1423","YML072C","TCB3","YCR012W","PGK1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1435","YML085C","TUB1","YFL037W","TUB2","Literature",1,80,9,"Not A PMA1 Interactor"
"1453","YML120C","NDI1","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1464","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1468","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,80,9,"Not A PMA1 Interactor"
"1492","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1506","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1653","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1682","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1687","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1708","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,80,9,"Not A PMA1 Interactor"
"1727","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1735","YMR296C","LCB1","YDR062W","LCB2","Literature",1,80,9,"Not A PMA1 Interactor"
"1747","YMR296C","LCB1","YFL037W","TUB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1755","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,80,9,"Not A PMA1 Interactor"
"1766","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1793","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1806","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1819","YOR136W","IDH2","YFL037W","TUB2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1820","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,80,9,"Not A PMA1 Interactor"
"1821","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1831","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1854","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,80,9,"Not A PMA1 Interactor"
"1882","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1909","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1917","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1925","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,80,9,"Not A PMA1 Interactor"
"1930","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,80,9,"Not A PMA1 Interactor"
"1951","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,80,9,"Not A PMA1 Interactor"
"1970","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,80,9,"Not A PMA1 Interactor"
"1986","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2002","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2011","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,80,9,"Not A PMA1 Interactor"
"2014","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,80,9,"Not A PMA1 Interactor"
"2017","YPL106C","SSE1","YHR064C","SSZ1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2018","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2024","YPL110C","GDE1","YHR064C","SSZ1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2028","YPL110C","GDE1","YDR099W","BMH2","Predicted",1,80,9,"Not A PMA1 Interactor"
"2039","YPL110C","GDE1","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2103","YPL237W","SUI3","YBR069C","TAT1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2113","YPL237W","SUI3","YBR079C","RPG1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2119","YPL237W","SUI3","YOR260W","GCD1","Literature",1,80,9,"Not A PMA1 Interactor"
"2123","YPL237W","SUI3","YOR260W","GCD1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2130","YPL237W","SUI3","YDR508C","GNP1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2136","YPL237W","SUI3","YBR079C","RPG1","Co-complex",1,80,9,"Not A PMA1 Interactor"
"2137","YPL237W","SUI3","YGR191W","HIP1","Predicted",1,80,9,"PMA1 Interactor"
"2155","YPL237W","SUI3","YOR260W","GCD1","Co-complex",1,80,9,"Not A PMA1 Interactor"
"2167","YPL249C","GYP5","YBR079C","RPG1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2179","YPL249C","GYP5","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2181","YPL249C","GYP5","YPL106C","SSE1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2195","YPR156C","TPO3","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2199","YPR156C","TPO3","YML072C","TCB3","Predicted",1,80,9,"Not A PMA1 Interactor"
"2214","YPR156C","TPO3","YER145C","FTR1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2235","YPR156C","TPO3","YDR141C","DOP1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2247","YPR156C","TPO3","YPL106C","SSE1","Predicted",1,80,9,"Not A PMA1 Interactor"
"2263","YPR181C","SEC23","YJR045C","SSC1","Predicted",1,80,9,"Not A PMA1 Interactor"
"6","YBR080C","SEC18","YBL050W","SEC17","Literature",1,80,11,"Not A PMA1 Interactor"
"16","YBR127C","VMA2","YBR069C","TAT1","Predicted",1,80,11,"Not A PMA1 Interactor"
"31","YDL100C","GET3","YBR069C","TAT1","Predicted",1,80,11,"Not A PMA1 Interactor"
"41","YDL185W","VMA1","YBR025C","OLA1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"50","YDL185W","VMA1","YBR127C","VMA2","Literature",1,80,11,"Not A PMA1 Interactor"
"75","YDL185W","VMA1","YBR127C","VMA2","Co-complex",1,80,11,"Not A PMA1 Interactor"
"93","YDR099W","BMH2","YDR062W","LCB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"107","YDR190C","RVB1","YCR093W","CDC39","Predicted",1,80,11,"Not A PMA1 Interactor"
"109","YDR190C","RVB1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"121","YDR190C","RVB1","YBR287W","YBR287W","Predicted",1,80,11,"Not A PMA1 Interactor"
"141","YDR335W","MSN5","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"153","YDR508C","GNP1","YBR069C","TAT1","Predicted",1,80,11,"Not A PMA1 Interactor"
"154","YDR508C","GNP1","YBR127C","VMA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"181","YDR508C","GNP1","YDL100C","GET3","Predicted",1,80,11,"Not A PMA1 Interactor"
"189","YEL031W","SPF1","YCR012W","PGK1","Predicted",1,80,11,"Not A PMA1 Interactor"
"200","YER086W","ILV1","YDR190C","RVB1","Predicted",1,80,11,"Not A PMA1 Interactor"
"211","YER086W","ILV1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"222","YER145C","FTR1","YEL013W","VAC8","Predicted",1,80,11,"Not A PMA1 Interactor"
"240","YFL037W","TUB2","YDR190C","RVB1","Predicted",1,80,11,"Not A PMA1 Interactor"
"242","YFL037W","TUB2","YBR079C","RPG1","Predicted",1,80,11,"Not A PMA1 Interactor"
"247","YFL037W","TUB2","YDR335W","MSN5","Predicted",1,80,11,"Not A PMA1 Interactor"
"265","YFL037W","TUB2","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"266","YFL037W","TUB2","YER086W","ILV1","Predicted",1,80,11,"Not A PMA1 Interactor"
"269","YFL037W","TUB2","YDR062W","LCB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"291","YGL195W","GCN1","YBR025C","OLA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"313","YGL195W","GCN1","YDR190C","RVB1","Predicted",1,80,11,"Not A PMA1 Interactor"
"314","YGL195W","GCN1","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"320","YGL195W","GCN1","YBR025C","OLA1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"332","YGL195W","GCN1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"351","YGR191W","HIP1","YBR069C","TAT1","Predicted",1,80,11,"Not A PMA1 Interactor"
"359","YGR191W","HIP1","YBR127C","VMA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"367","YGR191W","HIP1","YDR508C","GNP1","Predicted",1,80,11,"Not A PMA1 Interactor"
"380","YHR005C","GPA1","YDL100C","GET3","Predicted",1,80,11,"Not A PMA1 Interactor"
"405","YHR020W","YHR020W","YEL022W","GEA2","Co-complex",1,80,11,"Not A PMA1 Interactor"
"416","YHR020W","YHR020W","YGR175C","ERG1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"417","YHR064C","SSZ1","YGR191W","HIP1","Predicted",1,80,11,"PMA1 Interactor"
"423","YHR064C","SSZ1","YBR069C","TAT1","Predicted",1,80,11,"Not A PMA1 Interactor"
"436","YHR064C","SSZ1","YDR508C","GNP1","Predicted",1,80,11,"Not A PMA1 Interactor"
"445","YHR064C","SSZ1","YDR457W","TOM1","Predicted",1,80,11,"Not A PMA1 Interactor"
"452","YHR108W","GGA2","YGL206C","CHC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"469","YHR108W","GGA2","YGL195W","GCN1","Predicted",1,80,11,"Not A PMA1 Interactor"
"479","YHR108W","GGA2","YGL206C","CHC1","Literature",1,80,11,"Not A PMA1 Interactor"
"501","YIL142W","CCT2","YDR212W","TCP1","Predicted",1,80,11,"Not A PMA1 Interactor"
"515","YIL142W","CCT2","YDR188W","CCT6","Co-complex",1,80,11,"Not A PMA1 Interactor"
"531","YJL012C","VTC4","YBR069C","TAT1","Predicted",1,80,11,"Not A PMA1 Interactor"
"552","YJL012C","VTC4","YDR508C","GNP1","Predicted",1,80,11,"Not A PMA1 Interactor"
"555","YJL012C","VTC4","YGR191W","HIP1","Predicted",1,80,11,"PMA1 Interactor"
"567","YJL130C","URA2","YDR190C","RVB1","Predicted",1,80,11,"Not A PMA1 Interactor"
"591","YJR045C","SSC1","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"592","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,80,11,"Not A PMA1 Interactor"
"597","YJR045C","SSC1","YBR025C","OLA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"630","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,80,11,"Not A PMA1 Interactor"
"634","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"643","YJR045C","SSC1","YER145C","FTR1","Predicted",1,80,11,"Not A PMA1 Interactor"
"647","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,80,11,"PMA1 Interactor"
"687","YJR045C","SSC1","YDR141C","DOP1","Predicted",1,80,11,"Not A PMA1 Interactor"
"702","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,80,11,"Not A PMA1 Interactor"
"704","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,80,11,"Not A PMA1 Interactor"
"716","YJR045C","SSC1","YDL112W","TRM3","Predicted",1,80,11,"Not A PMA1 Interactor"
"722","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"723","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,80,11,"Not A PMA1 Interactor"
"735","YJR045C","SSC1","YDR099W","BMH2","Predicted",1,80,11,"Not A PMA1 Interactor"
"773","YJR045C","SSC1","YHR064C","SSZ1","Predicted",1,80,11,"Not A PMA1 Interactor"
"780","YJR045C","SSC1","YDR335W","MSN5","Predicted",1,80,11,"Not A PMA1 Interactor"
"807","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,80,11,"Not A PMA1 Interactor"
"830","YJR045C","SSC1","YGL195W","GCN1","Predicted",1,80,11,"Not A PMA1 Interactor"
"835","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"845","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,80,11,"Not A PMA1 Interactor"
"850","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"852","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,80,11,"Not A PMA1 Interactor"
"873","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"893","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"919","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"930","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,80,11,"Not A PMA1 Interactor"
"932","YJR109C","CPA2","YJL130C","URA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"936","YJR109C","CPA2","YER086W","ILV1","Predicted",1,80,11,"Not A PMA1 Interactor"
"973","YJR121W","ATP2","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"991","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1000","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"1002","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,80,11,"Not A PMA1 Interactor"
"1004","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"1012","YKL010C","UFD4","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1013","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1045","YKL010C","UFD4","YJL130C","URA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1063","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1073","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1097","YKL182W","FAS1","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1099","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,80,11,"Not A PMA1 Interactor"
"1102","YKL182W","FAS1","YDL112W","TRM3","Co-complex",1,80,11,"Not A PMA1 Interactor"
"1109","YKL182W","FAS1","YDR099W","BMH2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1113","YKL182W","FAS1","YJR109C","CPA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1179","YKR082W","NUP133","YDR335W","MSN5","Predicted",1,80,11,"Not A PMA1 Interactor"
"1202","YKR082W","NUP133","YJR072C","NPA3","Predicted",1,80,11,"Not A PMA1 Interactor"
"1244","YLR056W","ERG3","YHR190W","ERG9","Predicted",1,80,11,"Not A PMA1 Interactor"
"1258","YLR056W","ERG3","YGR175C","ERG1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1269","YLR106C","MDN1","YJL130C","URA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1272","YLR106C","MDN1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1282","YLR106C","MDN1","YJR109C","CPA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1288","YLR106C","MDN1","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1326","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1332","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1335","YLR153C","ACS2","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1338","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1358","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1361","YLR347C","KAP95","YJL130C","URA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1376","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1380","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1392","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1402","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1410","YML072C","TCB3","YCR012W","PGK1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1427","YML072C","TCB3","YER145C","FTR1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1448","YML085C","TUB1","YFL037W","TUB2","Literature",1,80,11,"Not A PMA1 Interactor"
"1452","YML120C","NDI1","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1479","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,80,11,"Not A PMA1 Interactor"
"1496","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1502","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1510","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1651","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1659","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1672","YMR235C","RNA1","YJL130C","URA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1683","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1701","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1728","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,80,11,"Not A PMA1 Interactor"
"1731","YMR296C","LCB1","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1744","YMR296C","LCB1","YDR062W","LCB2","Literature",1,80,11,"Not A PMA1 Interactor"
"1752","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"1770","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1781","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1803","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1812","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"1825","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1826","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1847","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1848","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1860","YOR136W","IDH2","YJL130C","URA2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1870","YOR136W","IDH2","YFL037W","TUB2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1895","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,80,11,"Not A PMA1 Interactor"
"1906","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1913","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1914","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,80,11,"Not A PMA1 Interactor"
"1945","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,80,11,"Not A PMA1 Interactor"
"1973","YPL106C","SSE1","YHR064C","SSZ1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1990","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1991","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,80,11,"Not A PMA1 Interactor"
"1993","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"1998","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2004","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2010","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,80,11,"Not A PMA1 Interactor"
"2021","YPL110C","GDE1","YHR064C","SSZ1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2025","YPL110C","GDE1","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2044","YPL110C","GDE1","YDR099W","BMH2","Predicted",1,80,11,"Not A PMA1 Interactor"
"2053","YPL226W","NEW1","YJR045C","SSC1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2061","YPL226W","NEW1","YOR136W","IDH2","Predicted",1,80,11,"Not A PMA1 Interactor"
"2063","YPL226W","NEW1","YIL142W","CCT2","Predicted",1,80,11,"Not A PMA1 Interactor"
"2070","YPL226W","NEW1","YPL106C","SSE1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2071","YPL226W","NEW1","YHR064C","SSZ1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2077","YPL226W","NEW1","YDL055C","PSA1","Predicted",1,80,11,"Not A PMA1 Interactor"
"2100","YPL237W","SUI3","YGR191W","HIP1","Predicted",1,80,11,"PMA1 Interactor"
